atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
55995,ab48c8090ab328de7365a38c4827d54547e6c9ddf14a6e372980144ba8528659i0,48,2,ab48,48.atommap.svg,48
55996,ab52f17040401d221fcc3cde81afdad0040b1c41f7b3cb9ab4fc4b330ccf22abi0,52,5,ab52,52.atommap.svg,52
55998,ab6274e90beaa01d6839248b0bf3b784d815b0c6e09da7c6aafcffb7fa91ed36i0,62,1,ab62,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\62.atommap.svg,62
55999,ab75d5dff5ba07b663ca13c20f9d80d85d9074b50bf007d41f2723524d583e46i0,75,1,ab75,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\75.atommap.svg,75
56000,ab79ac29cc0903a54e479a3bb8551e7dce36e1d93257780729c8e3a375d319b9i0,79,1,ab79,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\79.atommap.svg,79
56001,ab19a3ce6a3a33e49e1fdfa405ec55dbd990edddc339a6ee0f2025bf534bf359i0,19,2,ab19,19.atommap.svg,19
56002,ab119a9e7333b1ccf3002b6dff9e483c66163d9cb9fc27ffe0ce65acdfbf2fabi0,119,1,ab119,119.atommap.svg,119
56006,ab8869f776ec32e22da95b237c2d3f97b59fa3fb2652701bb7baa4162fe9c850i0,886,0,ab886,886.atommap.svg,886
56007,ab534026307575dad5278e84089d8b645bf19d03a5af21e4f64b0fd937bdb724i0,53,1,ab53,53.atommap.svg,53
56008,ab1887809b34e32cbaa87825d7e5d7940ea80954e12e7949e866d90d70f3629fi0,188,0,ab188,188.atommap.svg,188
56009,ab70424fc1f9b8b2fb8ea2b7ab421675c47eaa8063bb4ac8e2ac343ca409e48di0,704,0,ab704,704.atommap.svg,704
56010,ab395b669e641d27d5a7e0be1e457188c924e3fa93b7b8b319d9b392446d86fbi0,39,1,ab39,39.atommap.svg,39
56011,ab40f18a6646fd045e4b60e7b0f755030136981143b606bf92403df102c2599di0,40,2,ab40,40.atommap.svg,40
56012,ab402b74e2a0ebb001e41b5e4ce09cdaf4db6bc0dd7d1bb96c1e86ba34c07759i0,40,3,ab40,40.atommap.svg,40
56013,ab874a80b64a8df0aa628cf60a420ef766c0783ace338802d315e35d2d4adc46i0,87,2,ab87,87.atommap.svg,87
56014,ab672074b48b9467b4da03d9d9ceff256f25521b6867df93d1aaada39c0a026ci0,67,2,ab67,67.atommap.svg,67
56015,ab2173a6ffc7750f0ca6ccacb36b336b6898e1e8cb8da2499f5f2bf94cf2f077i0,21,2,ab21,21.atommap.svg,21
56016,ab17433b0b041a5a8dc618f10b9cc5c46ee266aaf3cce8cfa682d974bcea68fbi0,17,2,ab17,17.atommap.svg,17
56022,ab27eef0aecd2ee0000e2bb158363272d60da60b326dcb2ab6faa8ffc49c4b9fi0,27,1,ab27,27.atommap.svg,27
56029,ab243c71555cd430807c6dccc8868f1c432561cf9cfb3c50bcb08fad35f502d7i0,243,0,ab243,243.atommap.svg,243
56032,ab379dcce9c86fabe5156d2ca039a1f1386145fe0ddf13025ad02234271426f5i0,37,3,ab37,37.atommap.svg,37
56033,ab9734c2054856e87965e0c9fbc3fb2847be78037209c99a4eb41a218dfa961ei0,97,1,ab97,97.atommap.svg,97
56034,ab3175e7eedadd31388d820a5d6751364999aa75ac34fa0a9148aad992967043i0,31,5,ab31,31.atommap.svg,31
56035,ab1000d7845d7741f24d802e0138d18600c63062b3b3dc43982bf3ef21651b62i0,1000,0,ab1000,C:\Users\31905\Downloads\atommap_svg_final\1000.atommap.svg,1000
56036,ab618efcc37b3e20774e126ab2ec4007f5fe98cc13b41d8f7b9f19c5e50f47adi0,61,1,ab61,61.atommap.svg,61
56039,ab89954febcc34335d253181b6206dd87e67b3c0c2d6f50764f4f50ae8b61fd6i0,899,0,ab899,899.atommap.svg,899
56040,ab79688507b44db924f976b55800f5c21c86b7cac6c0e1c21165bf08d55aa369i0,79,2,ab79,79.atommap.svg,79
56041,ab287f6fee9b0c3306c094d63a01ab6ca9481532bb14796dde4842b7a2faef9ai0,287,0,ab287,287.atommap.svg,287
56044,ab148319f798249ccac05a21ba12326e6a3aabbfc6e3f34d38b3adb9b87dcf67i0,14,2,ab14,14.atommap.svg,14
56045,ab911fa7fe99858d6c375870d917dd0bc024b0582a50685fa351e3c5bf0f7ebfi0,91,2,ab91,91.atommap.svg,91
56046,ab805d8da4e23811725a1d8de72e49ecf0936ce8af305ab2728aa49d9098667di0,80,1,ab80,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\80.atommap.svg,80
56047,ab264cb44a274349b826d9f0b018bc590cdb43104754dc81e183dbaf029b4f67i0,26,0,ab26,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\26.atommap.svg,26
56048,ab587c8a376163c11f7ee80946adced46e67dec7477b53fee736498be4037458i0,58,1,ab58,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\58.atommap.svg,58
56056,ab3076e5a33dc3e76b338c6481ea563d139a812fbbe3c57cf39f12d61820a957i0,307,0,ab307,307.atommap.svg,307
56057,ab9129cfc995220b027f5a363f3d0cfddb2972904df2a5e1b120dbf49080a6cei0,91,3,ab91,91.atommap.svg,91
56058,ab162bca39e12dc5df2ad375ff3430b5cb65e41fb9940484354910129cc2bd96i0,162,0,ab162,162.atommap.svg,162
56060,ab767c8c960af41b094bacdc2456a7b00084d14d19d84754497099188359708ci0,76,0,ab76,76.atommap.svg,76
56062,ab978960e7c80731ef2781fe25aa42c3c5b62e24a05ddb4f07a44145c4904a76i0,97,2,ab97,97.atommap.svg,97
56063,ab58ce3898676620c9398b4038229dc3d44610da2812e5871280c60c0e809e62i0,58,2,ab58,58.atommap.svg,58
56064,ab96ff8e6157b1b94aedb817db6876ea2ced700627a7f56cbc932b49489ebc73i0,96,1,ab96,96.atommap.svg,96
56065,ab980c5df68b5e6ec5f4d610b67d2aab49a6bf2f7954416031f03ad9d4b06bc4i0,98,0,ab98,98.atommap.svg,98
56066,ab77b031792a6ad0e85cb4e94ad94262c21174dd85f02e751e90cc6628d939f5i0,7,2,ab7,7.atommap.svg,7
56072,ab241a3a213eaddfebad65078c981fd4650917214e9ca0733eebf14fcf7c2854i0,24,1,ab24,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\24.atommap.svg,24
56073,ab86eff7e89b0486532630f7368dcdd189ac5bc13c98e6fa09b6d5de53a5979bi0,86,1,ab86,C:\Users\94754\Downloads\Atom-map-main\atommap_svg_final\86.atommap.svg,86
56074,ab780d11f7a5c76ff7083ec2df5c76398aed4705ed3092c3438f1e5fb1ff71d8i0,78,0,ab78,C:\Users\94754\Downloads\Atom-map-main\atommap_svg_final\78.atommap.svg,78
56081,ab678469e12c71503af64c74b4a6e8c16c5e1a59c564594478d91a9ef81fbd48i0,678,0,ab678,678.atommap.svg,678
56082,ab53499d52119da2475e9ded5bc1fc79395105e4e4240eb706a2873c1bf005abi0,534,0,ab534,534.atommap.svg,534
56083,ab69757c9be7d81c6529d7f853aeffc0f9b704f3b18a9dbdeb3836dbb7792ac1i0,69,3,ab69,69.atommap.svg,69
56084,ab89087624becec29dd7253b6053a0d31144bd95305c26a4dc6b36c3d4e3b3f8i0,89,2,ab89,89.atommap.svg,89
56085,ab126c6dcfcebc8a33aac0eb13b190bcbdacb51d7a5b71506d5fe44f5727ef6ai0,126,0,ab126,126.atommap.svg,126
56086,ab96d4927d9771a541b9b81da2bd4531aef5c09d1070785e97f8b55d32220197i0,96,2,ab96,96.atommap.svg,96
56087,ab55fb101f6ea053a156d110338b934e4b5d242f257560fa218d58dda6c1ae5di0,55,1,ab55,55.atommap.svg,55
56088,ab1606ba901da469fa0dbd32634678c7253fced28fc69edf44e815eb77571d84i0,160,0,ab160,160.atommap.svg,160
56089,ab64f4ac4a1d1ee9e0b20dfd82efa78f35b51bc1c658fcba8c586ef0f5f1744di0,64,1,ab64,64.atommap.svg,64
56090,ab74b813ae6cb1955f0cb78cd8527e4c93ee3488629c1ebd69edbe705f8bdab1i0,74,1,ab74,74.atommap.svg,74
56091,ab2344bfd0827fdf4a45db14565d9f7363abcb0d9a6ae046a7bab78229d124c9i0,234,0,ab234,234.atommap.svg,234
56092,ab6245cdfd53577310a7068b7d25c8df56aefc34ec1ac0fb879a9e4c53004401i0,624,0,ab624,624.atommap.svg,624
56093,ab2291317755c83e251f87a6566b773bea9be4e65a4e42fbcf898215165aab3bi0,229,0,ab229,229.atommap.svg,229
56094,ab95baba595b273fb806fd3597060b74537071c0b160acb8abb38c53825d276ci0,95,3,ab95,95.atommap.svg,95
56095,ab52f8fcb3fcea47d08a69f74bce57b97c07cc51550f2b8ba3c856199ab72895i0,52,6,ab52,52.atommap.svg,52
56096,ab330ee9995aeb941193379d99340c4436cf5af5041258cbcfa058daabc36feai0,330,0,ab330,330.atommap.svg,330
56097,ab334359fbc1c53df86ba500cd53d86ff7082ef0f4e02270c5d072a992e80450i0,33,2,ab33,33.atommap.svg,33
56098,ab891f50f85e7772b4c8e215280526af3cbef94165d6cbf8e5c13a87841040fei0,89,3,ab89,89.atommap.svg,89
56099,ab119c72ca53acc0ad8014666f242bfe3d4f291e7f624aa53120ab27af8aa723i0,11,2,ab11,11.atommap.svg,11
56100,ab7933b659284bb9a0ea80288025b1cd64d33935d8c682f6cb6031c27e5d188ei0,79,3,ab79,79.atommap.svg,79
56102,ab73635e5d66ef7d04a551561b18008f9def098490fa8dc0a2aa091be215be2ei0,73,3,ab73,73.atommap.svg,73
56103,ab345276709a6b1e885c08b3c67e477425d37f7da752e2cdfbd38f7b85c726eci0,345,0,ab345,345.atommap.svg,345
56104,ab757cfc36839bfe6e894096327f001e1740bb199fcea019bd4f9473cfa088a8i0,75,2,ab75,75.atommap.svg,75
56107,ab64a5c9bea08f72dbaecc356f0aae5f76c2590e0647a7bf9f9fa5c7cec167dai0,64,2,ab64,C:\Users\94754\Downloads\Atom-map-main\atommap_svg_final\64.atommap.svg,64
56108,ab4200c371067233779715cfe6eea41eea4fb4d2c1f2a83b6a5f65d192d447cdi0,420,0,ab420,420.atommap.svg,420
56110,ab098a32d8322a79ff1e58a03ccaa03be87504fa148209fb9bbd582f6c9226e9i0,0,1,ab0,C:\Users\94754\Downloads\Atom-map-main\atommap_svg_final\0.atommap.svg,0
56111,ab126d51ae8816972f540da22c986d3dd00acf751f541a29e639ba348eb52f08i0,126,1,ab126,126.atommap.svg,126
56115,ab333a7cfd1290438a0c22b3755ff8c216fb564ed7e062bbbb9d3f07f2e0d52ei0,333,1,ab333,333.atommap.svg,333
56117,ab152e2209573dd9302c4de7443b2991e0cfeb4422fb58e2ffd2dfd97394b302i0,15,1,ab15,15.atommap.svg,15
56118,ab101b30e3bba29e643c25784bb98f6f37d2f7caa6cf1564d9e001db75aa2ac7i0,10,2,ab10,10.atommap.svg,10
56120,ab18cbe72b350f6dd04041827057a83e82645c06e98925f0fb2fc6adbdabcf70i0,18,1,ab18,C:\Users\26494\Documents\wakuang\atomicals\18.atommap.svg,18
56121,ab66c6a51f64a16d6d62956273c8be605f30b50d2e0b5b27fb2f07967d1c05f1i0,66,2,ab66,C:\Users\26494\Documents\wakuang\atomicals\66.atommap.svg,66
56122,ab304b2de69f6d5891c1500b71bc9e7eb8eb728cd46b0bff9a95008dbcbc0795i0,30,0,ab30,C:\Users\26494\Documents\wakuang\atomicals\30.atommap.svg,30
56123,ab194cc9e9a904c4124cf6846d7a6fe10d52df31020157c816dd15676583760ci0,19,3,ab19,C:\Users\26494\Documents\wakuang\atomicals\19.atommap.svg,19
56125,ab421e34ded13ce3c55c277467b4d6e8a7edcc56516f4c3b50d32611024e59bai0,421,0,ab421,421.atommap.svg,421
56126,ab225a78d965875b903200460c41cfea02f8fd17d2bd3e05725930234d329323i0,225,0,ab225,225.atommap.svg,225
56127,ab33ad20375c7e6839bbf8195d3211641fd87317c9e2b73c587f69d305ca102bi0,33,3,ab33,C:\Users\26494\Documents\wakuang\atomicals\33.atommap.svg,33
56132,ab439c935a7aa9d7d9dae02d956ab74c22303051b3afb9527f828887d18d3eb2i0,43,1,ab43,43.atommap.svg,43
56133,ab49997b5becd64ed99e488468f6b97ef6bbb673409726000cbf5a100fa41a2ai0,49,5,ab49,49.atommap.svg,49
56134,ab9851fd4faa6420e3486498f6233b37056ccd5c9fd47b7f554dc098cdb79820i0,985,0,ab985,985.atommap.svg,985
56135,ab2383d16a1118451467c7a2102a97a907c5b95c26673a8d761b60ea5281978ci0,23,1,ab23,23.atommap.svg,23
56137,ab502717898292668a171005f3ca87c6c2f3f6bcc5110aafe632cf5eea2cf5edi0,502,0,ab502,502.atommap.svg,502
56138,ab22323dae5fa61c7df5e0cf3aa89754f1b5afcf7c1974dac3c58efdd4c333cci0,22,1,ab22,22.atommap.svg,22
56139,ab224d3e8597304a0b815e55604d080ff44637edf65d78929bb03340e6f4fc98i0,224,0,ab224,224.atommap.svg,224
56140,ab656b6bbe02c5c53369e6b13f5bb88dd1edda2a54329f0a6c41527d61d28749i0,656,0,ab656,656.atommap.svg,656
56141,ab221dc9d1a487e177172971644a52fc9cc175eb0829a772b2efac7879db7ba8i0,221,0,ab221,221.atommap.svg,221
56142,ab76478a5db6ffdd39d6e0b2bf5f2ebf004083e2fda52e1e4de5922276d3d0abi0,76,1,ab76,76.atommap.svg,76
56144,ab7525b7da7c94a99120160c0c98afa6e1f988c083d6d9395a58cbfa95756bcai0,75,3,ab75,C:\Users\26494\Documents\wakuang\atomicals\75.atommap.svg,75
56145,ab915246e601e397489988a7da2a83cf9bbcaa36ce3fb43ff19d7513f1ba3453i0,91,4,ab91,C:\Users\26494\Documents\wakuang\atomicals\91.atommap.svg,91
56146,ab21583899ec83aa94962ed928dc26f469fa443bb3c59e9ff511b2b645e8eca9i0,21,3,ab21,21.atommap.svg,21
56147,ab4918477c2023f28127c3c447a70b40bcc46003ccb16a4b0c0ce1a85e6be8cdi0,49,6,ab49,C:\Users\26494\Documents\wakuang\atomicals\49.atommap.svg,49
56148,ab716ccfbd3a0b8e223b5d7eee546865a6b91e8a59ebb7279d10b43c0f400bf3i0,71,3,ab71,C:\Users\26494\Documents\wakuang\atomicals\71.atommap.svg,71
56149,ab836ca5ee4f18c2e030605b54e03072f9588bce1da2bafea20c0cb00386bcbdi0,83,2,ab83,C:\Users\26494\Documents\wakuang\atomicals\83.atommap.svg,83
56150,ab6928d0c0d8a31b0b6b8c2ff7dcab33f3dc61b2cd380630b4902ece737ee103i0,69,4,ab69,C:\Users\26494\Documents\wakuang\atomicals\69.atommap.svg,69
56151,ab30238f312a9603cae181fea0d7e90f0c88a33a0abf847fa67825cdb76971c5i0,30,1,ab30,30.atommap.svg,30
56152,ab16149b0b82be13424e879e5a9d8e7c88947cca7beb11cc19a13ec1757cdbd9i0,16,1,ab16,16.atommap.svg,16
56153,ab20dd06952bee5ab67f0c0e57cc8b6325933178d04090c36877f444129ede3di0,20,2,ab20,20.atommap.svg,20
56154,ab26cc1108e8a947dc2f0559466b5a52aad9bf589d088dcf1d71a631c8950745i0,26,1,ab26,26.atommap.svg,26
56155,ab605216b845b50eed394e96971abeb17b29f84d7d8f1486081a3a2c6731c755i0,60,2,ab60,60.atommap.svg,60
56156,ab80720cac6dfd0a6ee842a760931fd96851c898da049abb81ddd38d841faae0i0,80,2,ab80,80.atommap.svg,80
56157,ab56c89faae4f32be05f3ecf4ad9814372f0a88b38428b81401822bec6865a91i0,56,0,ab56,56.atommap.svg,56
56158,ab51156d989b2cf2d6482ee2626b2aed60e4ca0ca080e5b06575befb1647a0fei0,51,1,ab51,51.atommap.svg,51
56159,ab58600f48068f1f45bf5c2b9c2f34543a45ae1258de04593a1f8a959ffda0bei0,58,3,ab58,58.atommap.svg,58
56160,ab667f712c5df3e67caaffb5ca33b754423776f512bdaeb78a9755d2f7d7d233i0,66,3,ab66,66.atommap.svg,66
56161,ab503db9dc7593aecc8971adfda38eaf4b863eee655da044b03222cff559ad57i0,50,1,ab50,50.atommap.svg,50
56162,ab6284c1ab357ef8f365e73398e705b45f448b0f5aca36a75cba007453432c87i0,62,2,ab62,62.atommap.svg,62
56163,ab7217ca4285aff28a860fe363f90b909288b7a93484ac450a6bcbc9781760eai0,721,0,ab721,721.atommap.svg,721
56164,ab32abbab9ef06fcc97bd8d5efb0a00f42f7cd3a6c88b8ccb17c06e2cd82298bi0,32,3,ab32,C:\Users\26494\Documents\wakuang\atomicals\32.atommap.svg,32
56165,ab76be455ae9d4f02277ee9fe0e5a42da014209aab52de8f44c87a971793235ei0,76,2,ab76,C:\Users\26494\Documents\wakuang\atomicals\76.atommap.svg,76
56166,ab813f8f707adc48569432358ed3731b425fc72fe805aa8587ee4556e5b62be0i0,813,0,ab813,813.atommap.svg,813
56167,ab7225fc52dffd890a818950b11381b624f05b4d5c592410708465dd1ca12db9i0,722,0,ab722,722.atommap.svg,722
56168,ab3557df3aa54606bb41c3691fb79dbbf01d4fc348519b8e33aec3e87e89ef09i0,355,0,ab355,355.atommap.svg,355
56169,ab3889df0f91c1022ce0a38f73b689221485a92c383937a715678185db712b17i0,388,0,ab388,388.atommap.svg,388
56172,ab7615f6448379013632191a52accbe82052f48323718f6c8fc658406c851dbdi0,761,0,ab761,761.atommap.svg,761
56173,ab7321bd1e3897224968f3458924adb58ac6c5c6039a2d98c14419594e6cbe65i0,732,0,ab732,732.atommap.svg,732
56185,ab28212fbc53aa043445b06a9c27610c419987b21f5cdb968f61e2bcfa9d4b4ci0,28,1,ab28,28.atommap.svg,28
56186,ab233afc8b43e8ce9e036e9a486df108a43b34f08e7b496f3bcc6e6a5a1a67f4i0,233,0,ab233,233.atommap.svg,233
56188,ab76735e94a3cb02a85bdc718f0d97328e3e2897189b21618eaeb65f554712bdi0,767,0,ab767,767.atommap.svg,767
56189,ab767be84a2e8d9a2ae35b8b97e8cb0710edc483194776145aa1f3184201c62ai0,767,1,ab767,767.atommap.svg,767
56190,ab7270fed31ed03c7df0edf65f3800d26d43d694692f8d324b939ca819d2ea5bi0,727,0,ab727,727.atommap.svg,727
56193,ab9808f4c3579cbcc7d7532d67241544d7f59bfab85507d1edec22163be5b086i0,98,1,ab98,98.atommap.svg,98
56194,ab75909d14e8a2464e70d93e4793f23bc7aca270bacb07a21077cd6b2d341c32i0,75,4,ab75,75.atommap.svg,75
56195,ab48eddecf54e6aee026f111f5bf032035a93b1ec505b974abc7df3463a6e612i0,48,3,ab48,48.atommap.svg,48
56196,ab328e3d1fbc39553d16eb24818f94cecfa5d666b95161c42a680fcf0e439feai0,32,4,ab32,32.atommap.svg,32
56197,ab316e48d6788fe52487c1d79ec999a701ca9ded95de18ccdb76be52678a62b2i0,31,6,ab31,31.atommap.svg,31
56198,ab555652d1bd0396640c1acc62bc39433429f9d3fe19e7e9ba8c87adc8c15a1ai0,55,2,ab55,55.atommap.svg,55
56200,ab7328cd1d1dd72c6eee758e52d22cda6955c1ad03b57da76b5b497aa4929178i0,732,1,ab732,732.atommap.svg,732
56201,ab51f661ae6624a08447525cd86a9e86fb0d42818ab32836de8091379a8f9746i0,51,2,ab51,51.atommap.svg,51
56203,ab6905359881455d1eedb95e4222e4666f91e8e2be48907779598e4f2532f0f8i0,69,5,ab69,69.atommap.svg,69
56204,ab818bc345c54586a38985d5f2c37a38638defc9005b1043f43d6ac1a278db31i0,81,1,ab81,81.atommap.svg,81
56205,ab444655c123f1a99f67fdea5a225f5b7ebdc9ffcf264c426ab13fd498d6fb79i0,44,0,ab44,44.atommap.svg,44
56206,ab565175463177ab2bcb93837d1f85786c6c0b93e14a2f2d906667d5719e7ac6i0,56,1,ab56,56.atommap.svg,56
56207,ab292f9561a3057335a76618995b9e703008224660ca82a1812c33a6c6f3c1edi0,292,0,ab292,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\292.atommap.svg,292
56210,ab291f508c18beae2d11964265c9cab8ab6d2c8a70a6c2416ca45362d1c945e6i0,291,0,ab291,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\291.atommap.svg,291
56211,ab3997fb861f193774001a59a97d42dac3ff686cb78719f5d4a4ad9c8bd947a3i0,399,0,ab399,399.atommap.svg,399
56212,ab334bb33654eda5be820f300c181999ca177ad738394cdba6f80a31292ffc00i0,334,0,ab334,334.atommap.svg,334
56213,ab499705a23235bfb32e6910d07e51abef0d9e06c7904b57b144b5850f708a31i0,499,0,ab499,499.atommap.svg,499
56214,ab404452276dc9631b4add3a930174f67081871dbec9f449de06cc1e8fa1f7d0i0,404,0,ab404,404.atommap.svg,404
56215,ab7659b6fa65488794c04af6d4003a9999210eb1e6b1445b8a0c73f8d667c601i0,76,3,ab76,76.atommap.svg,76
56217,ab888f4c306af61365374236535a1305bd4715201ae40e96490cb5a61371b4b3i0,888,0,ab888,888.atommap.svg,888
56223,ab368c4022142a360596027c562db282e59afa12a009677e8e7f9b2a36ff83c6i0,36,3,ab36,36.atommap.svg,36
56224,ab41c322b5517666856a41e0a5afc87bc422731ef40f7a1d6548099da180714ei0,41,3,ab41,41.atommap.svg,41
56225,ab24e56b49474e37cf8b5b06920d7280364736872537be518df016d58942e746i0,24,2,ab24,24.atommap.svg,24
56226,ab8137fb4d488db1e80a3e18cc1624bd6ca85d20cdbd89d71dc1f8a5486231fci0,8,1,ab8,8.atommap.svg,8
56229,ab49255fe74bfeb8765e4cc41b413e4c65dd741ccf4d95b84dbed477e2759f96i0,49,7,ab49,49.atommap.svg,49
56230,ab40bb6d00826cb2edd7c703d617bf3931e3eea4de407cd46ddf5195e76d73c5i0,40,4,ab40,40.atommap.svg,40
56232,ab57225946db81bd7ecd5b2dfd3d0a3b38013eb0f5c1d325d93acf394ce67e8ai0,572,0,ab572,572.atommap.svg,572
56234,ab2280b31b05f4dfaf90716c39eb148305158dcf6af7303d4a4355d5eede2bfci0,228,0,ab228,228.atommap.svg,228
56235,ab81775cd909f740f22d242024bef92a2efa85cf323ee169457e15daa5ef8330i0,817,0,ab817,817.atommap.svg,817
56236,ab27166aa467518ecd58239e398104db6cdc6b327ab2a46f02c4145dea1fb5b8i0,271,0,ab271,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\271.atommap.svg,271
56237,ab813f3085ed089d43b6e296289106cf043d3e964e6c9d53cb2c554307bf955ai0,813,1,ab813,813.atommap.svg,813
56239,ab12ff6e61f556c384944cb80401936aab623aef2aa8a67f4ee3d4b3cc30af73i0,1,1,ab1,1.atommap.svg,1
56240,ab954be4491eb6db1ecf22a8846f3ebcc66f6c24e36a98039e858c33779ef09ei0,954,0,ab954,954.atommap.svg,954
56241,ab2476549bd64a579b8d4c3ea773013fec83e1912cfe511efd83587cf69ae6cfi0,247,0,ab247,247.atommap.svg,247
56243,ab7310d750b4ea57c6aa6fda9ccaca16ba7841712d47613458ab5e5efbf7f557i0,731,0,ab731,731.atommap.svg,731
56245,ab426f5243d1e8c03fa89b958a19a843058536db5588ec85b0b94817878a36ffi0,426,0,ab426,426.atommap.svg,426
56246,ab55004fa528c76f92f6ad56ec326f45202c8f6b1177c8d85648787bc2700621i0,55,3,ab55,55.atommap.svg,55
56247,ab2850ab5c95908687587dec6be587665f603368d6f72bf7c7eb8648247559c5i0,285,0,ab285,285.atommap.svg,285
56249,ab794167fd48a3c02e11624d88edd5ba780d519fc47b868d8ae8dc40838921bfi0,794,0,ab794,794.atommap.svg,794
56250,ab221b93b1d4b13134513eb62b086ddcfc3d3527fcf27099ffecf1e44d9cd120i0,221,1,ab221,221.atommap.svg,221
56251,ab36882dd2c541d03c047eb921e07978edc51b848b43a21f6fa0b96d82b65735i0,368,0,ab368,368.atommap.svg,368
56252,ab3713b321d9f3ad88c31f777df1a1731a42953fe93bf72e2cea01dfc364006bi0,371,0,ab371,371.atommap.svg,371
56253,ab680adea0abd19d0a9cbadbbef780e5eb0d01599f30902cc843a478bf668062i0,680,0,ab680,680.atommap.svg,680
56254,ab7346fc8424026505af700eca79c641f6c54c12cd31658e8770ac06204a9500i0,734,0,ab734,734.atommap.svg,734
56255,ab64893cd7639215dc8fe8ff5ec6462bed1edc62f531436ef867eea257e11f93i0,648,0,ab648,648.atommap.svg,648
56256,ab9628affd77c94a79233d660f42aa82d892dddc3905777382a571afa7dad52ci0,962,0,ab962,962.atommap.svg,962
56257,ab932fe99c0cd72356d2f3cc133443ad8397d0d7173101a7a9dc45ea58763f9ei0,932,0,ab932,932.atommap.svg,932
56258,ab630deb6db72a3169b80329d4ddfe92237d8b0fe06aaede98cbb4196dc21004i0,630,0,ab630,630.atommap.svg,630
56259,ab6005278e4a96eca41a3b156b78fd7e48e130c42ff30260d81c7c650c9a8357i0,600,0,ab600,C:\Users\Administrator\atomicals\atomicals-js\atommap_svg_final\600.atommap.svg,600
56260,ab7841b14f2fac7abbe8b216186591f3d51f9f6e545d7ee6813a026d8e2d03bei0,78,1,ab78,78.atommap.svg,78
56261,ab77f3c23d8b05b71350c1c80bf1233f416838bddd26ae90fe1c2d0861e5ef14i0,77,2,ab77,77.atommap.svg,77
56262,ab96c922c122aa8e7587cc26e16b13f9d56b89cc0d94234f8415c5de19b24373i0,96,3,ab96,96.atommap.svg,96
56265,ab26b61aa2bf4187d20f7eb661dad1ae56d2e8ee6ef61866e3e530f663e5a0eci0,26,2,ab26,26.atommap.svg,26
56266,ab155de5ddb1bc3f4383c0451f56aa5b43aafdcf38646845a6d0563cba3020cbi0,155,0,ab155,155.atommap.svg,155
56268,ab79e8f702ccc46d5c7c41d3db0c4d3ec26789104bf770d22612fbbc42afd905i0,79,4,ab79,79.atommap.svg,79
56270,ab2000565af43717ad1a8cc4b4bb890d2024cc2557137368b4c5820ebfde87b0i0,200,0,ab200,200.atommap.svg,200
56271,ab5632438208f104eab83d7f866eb4092537a72f5ba21d8ea668ccad4dd9fb2fi0,563,0,ab563,563.atommap.svg,563
56272,ab925048d931e6b42d46d524dcbe41c8b8f85fdfae66d116810d1334fef60dfbi0,925,0,ab925,925.atommap.svg,925
56273,ab642ce92cbf366eaede3c0d0066e8a071f0b31bf910249d48a0335b0942b165i0,642,0,ab642,642.atommap.svg,642
56274,ab805f178c799304ad56e8d82c0bef4d7049f004f73c77f60d86b441814af971i0,80,3,ab80,80.atommap.svg,80
56275,ab81e78be734a502b9715ccfe9fe61382dfc38b714dc98896073d671e0694cedi0,81,2,ab81,81.atommap.svg,81
56276,ab83788542d34ca752e843ee08f6a05fe7a3c7214bcef879cf3f23bb84094b8fi0,83,3,ab83,83.atommap.svg,83
56277,ab180e810b408b8c198b52338efa3e4fb782729b036ac28d70139a63080d1bcei0,180,0,ab180,180.atommap.svg,180
56278,ab266de2e38806f53e25596203fa539bdbafe08e7e0715af850e0059bea96bb7i0,266,0,ab266,266.atommap.svg,266
56282,ab124176ac925090c30990bc4c10aa3940080d68a849ccaf1c669eae70ef72e9i0,124,0,ab124,124.atommap.svg,124
56283,ab2876e0266a527ed1b8f623c92d202640b088d4e19343af48e2f12134a85e1ei0,28,2,ab28,28.atommap.svg,28
56285,ab6522c23010f11915750db8eeccb57954e5061232e9aa1df9ee7a2fc8aa8676i0,652,0,ab652,652.atommap.svg,652
56288,ab23dae5ab2ab9970a23481b9983749898fcb3459274e753479a6410f3810d78i0,23,2,ab23,23.atommap.svg,23
56292,ab941dde5dbb27727e9e22ce55d59bc1e1a2e4d9a7cf0ed3ed9acc9c530fba84i0,941,0,ab941,941.atommap.svg,941
56293,ab21694df9cc9559b26f5825be3da2468bd494ed9fef1cc7f224c1f29a7268e4i0,216,0,ab216,216.atommap.svg,216
56294,ab50703d7afac09c27997af58bfcde331b6ff8d7064873a7afa36e312b504024i0,507,0,ab507,507.atommap.svg,507
