atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
58467,ab8247826b7fedc6e4e2b8f5dd1694b977de56a2441e823a82f3f2f2dcf04842i0,824,0,ab824,824.atommap.svg,824
58468,ab4689df59902e53baf4d76c106b68f584cdbf1558e121ebc54e1198f3acf70bi0,4689,0,ab4689,4689.atommap.svg,4689
58469,ab581f57de1cff5ced1d1b452822f1c720da7156d1a135efeffc1a72aa90cd04i0,581,0,ab581,581.atommap.svg,581
58470,ab682438e820fda85e5e03c2316a11fd91f61f23856b0a44927675cf62c58fefi0,682,1,ab682,682.atommap.svg,682
58471,ab9012278e33937a883aba93c33d65cb30943902e0e1dbf4c1774dd84251848ai0,9012,0,ab9012,9012.atommap.svg,9012
58472,ab775d77bbde642afd96993f9c5180e6b21160fdba2ec623b3374bfd2f35c9d6i0,775,0,ab775,D:\atommap\775.atommap.svg,775
58473,ab448a2b9140a37d4566dbabc9ee68f7a0da2a70f83094b16f14cc04f75b5e55i0,448,0,ab448,448.atommap.svg,448
58474,ab9799f90b48e92c75775878ca71c1e80519c1e7e81649e323aae2275c3d7146i0,979,1,ab979,979.atommap.svg,979
58475,ab439ef118dfc9dd84f4d64806bdf852fdd653c5cd9bb09b43fbcb52bec20a05i0,439,1,ab439,439.atommap.svg,439
58476,ab922b66e65f995d29016b775a7865db6caa8857aee698aa9f67cf531c7effb8i0,922,0,ab922,922.atommap.svg,922
58477,ab500b14b9d3070e61127a230bb53b88c076e8d8141b113538dd8031af8b6342i0,500,3,ab500,500.atommap.svg,500
58478,ab4650154d82ad9cef688bd4f35d36daf1477c4c35cbb2317e0f92d1a05fe0bfi0,465,1,ab465,465.atommap.svg,465
58479,ab544f65ed72efa6cbd9531f48177eb3f84bf3b64ea1a92aaf8c4cf60adab148i0,544,0,ab544,544.atommap.svg,544
58481,ab699a04fc82a892b1f441dbace0882961deb0123f6b6dbeb861873b2e181c79i0,699,0,ab699,699.atommap.svg,699
58482,ab28110bedb8c0bf134f2224359a640a6b12e93f15c83b6d199a15fd65321cddi0,281,0,ab281,281.atommap.svg,281
58483,ab999a3239a2a92de75f6fdf7dd1fc9641453ab2fb629443aa8c1036b15ddd4ei0,999,7,ab999,999.atommap.svg,999
58484,ab852d9ced7a98dbaa4836a828c3c2b3c1ac2f2d621e94c5cd4af8570612fecfi0,852,0,ab852,852.atommap.svg,852
58485,ab1960ad1c96ce6b17154416a1825ca7b841c7f589cf6277ed818e139ee00220i0,196,1,ab196,196.atommap.svg,196
58486,ab604b2078382f2012f071c8ea9437aebcaa8e1c0498a950b3765d2570665243i0,604,0,ab604,604.atommap.svg,604
58487,ab14057ce6b2094647fe0d885780e8748afe6a70a8489e2bb1747a6c64eeba88i0,140,0,ab140,140.atommap.svg,140
58488,ab6513459b0e88c50226bf61e0dfbe3d6a0b6af21d383d9831169abbf440e9e8i0,65,2,ab65,65.atommap.svg,65
58489,ab97647bc2cc19f5a78b540a6b6c543dac3adfebcd6c7fc51b113b924f84d3fdi0,976,0,ab976,976.atommap.svg,976
58490,ab1233deb9eecdde82bee5e78f8a4e9b767dbb527d0758c3c5f864918dc3712di0,1233,0,ab1233,1233.atommap.svg,1233
58491,ab105951a762779223f794db1bb5bd6524dbdc7aaa3acce4886d76d1851405fci0,105,2,ab105,105.atommap.svg,105
58492,ab488571c48e3c1b67087415cd695041175bee3db80679e2620dce3c21f02abdi0,488,3,ab488,488.atommap.svg,488
58493,ab60667893abb52a75069ce9655a1ce77aad9e7bc2a2f2fdb37fdbf0d4a707a8i0,606,2,ab606,606.atommap.svg,606
58494,ab828a9441138a2f6d5dbeafa95268e50448b2f64822fd02e11cff83445e6b4bi0,828,0,ab828,828.atommap.svg,828
58495,ab613b6ded37af8ba03da3dbc4f19cc9f62f23435cf7f80f0020fdd646fd79eei0,613,1,ab613,613.atommap.svg,613
58496,ab6540bef8b3dde8f3298ef04b40d48bcb37842a7f52f8ddaa836ffe697e702fi0,654,0,ab654,654.atommap.svg,654
58497,ab991b88451d2dd6235d1644629616a00aaf964eef7867d306c1913e9e90f062i0,991,1,ab991,991.atommap.svg,991
58498,ab227297e1420df11799998da70f99f6708a65f58ffecb50fc56a715a45c6d6fi0,2272,0,ab2272,2272.atommap.svg,2272
58499,ab501ad0877a9b35639ee8065457a69645b0d421e6dfeade8d2c1b074a05b303i0,501,1,ab501,501.atommap.svg,501
58500,ab15659fa17f0de47171038f450a0c4268beb33c12f867bf76436fee0be3e699i0,156,0,ab156,156.atommap.svg,156
58501,ab4220e20aad1dbdf9b050b3f74a9cb2e9145cc9ac894291cf1cab232313db9fi0,422,0,ab422,422.atommap.svg,422
58502,ab87577f010514822516b4c32545f995fca807e2c8b1676070f072f7611778d3i0,875,1,ab875,875.atommap.svg,875
58503,ab560a83f68aafcbce51e151e7a624428cfe0ad68ec5e5292d61c2f059c111b5i0,560,0,ab560,560.atommap.svg,560
58505,ab3022da2903501bdeb29d9088d26556c6ce9c94919e49c2e9cf731f23c97287i0,302,1,ab302,302.atommap.svg,302
58506,ab2178f731c9a76fd6d4b61671cffde5891263e5c2e8a561fb71b0bf3cf0d953i0,217,1,ab217,217.atommap.svg,217
58507,ab244e88716972c434a008d93ad98717ce45ea733a2ffd8ba654ffd7377557f7i0,244,0,ab244,E:\cha\nft2\244.atommap.svg,244
58508,ab7758c00f60cdef2704db9bddfe4c09ab8dd82eacd5fa2ca0af777fd18dde23i0,775,1,ab775,E:\atommap\775.atommap.svg,775
58509,ab159687c21f0d1cd8245bb0ac1b48e7b6bf5e9c05b47ad29c32edae092e7ebci0,159,0,ab159,159.atommap.svg,159
58510,ab5644a581da83f73f4cd9db983c12a30ff7a028642177e59b196e308e59f77di0,564,0,ab564,564.atommap.svg,564
58511,ab9372cc21e2800cc07ebb8d9cf33526e7ddc292faaf1b5a1fac287110519983i0,937,2,ab937,937.atommap.svg,937
58512,ab7373dd14735e4a941009f41ce3a8b14337a245eb126bff4328123b837b9cf0i0,737,0,ab737,D:\atommap\737.atommap.svg,737
58513,ab146311b593dc035ee2922f42f90653e9faae0ec39f52c5a33ce7a2e87a6d6di0,146,0,ab146,146.atommap.svg,146
58514,ab477a14effc9d88c3ab7121714e175dde10ea5f63d00822b7453a4842d7cd9di0,477,1,ab477,477.atommap.svg,477
58515,ab986f97e445dfe87f8fad8c61c40ac27dc39a9d5599f1bbfa36f66747408400i0,986,0,ab986,986.atommap.svg,986
58516,ab218d66bb9c4c1113524e063206c86044b224ed91daad39def153ea1c0f97b6i0,218,1,ab218,218.atommap.svg,218
58517,ab5151c16be777e2d39ad6568bfa4dc9b94bd81283732b97bef3e43ff8ed5fe0i0,515,1,ab515,515.atommap.svg,515
58518,ab5133c80bcdce57c4dbe7c513325e0e64ae92c6ce095c3308d2b0f780d640e9i0,513,0,ab513,513.atommap.svg,513
58519,ab514c0ae8cfce716a297c1e17a56164cfe318baedd8250ac0cc77e479f11c26i0,514,1,ab514,514.atommap.svg,514
58520,ab43179b26beabaf34c14f45e99d6b3df588e45b0b48e29581f08fb6e125f43fi0,431,1,ab431,431.atommap.svg,431
58521,ab35161fc2c4410443c0c03b445b5dddb8e4c3f101ad705a57a2b297dace8e75i0,351,0,ab351,351.atommap.svg,351
58522,ab749744313502d941a1cc863c918fdc5dfb00979eb371986c792a49d5541ab2i0,749,3,ab749,749.atommap.svg,749
58523,ab72c45db500f296a2dac2c5ea8133c1fce805c2e31242457b9d81873c8c2034i0,72,5,ab72,72.atommap.svg,72
58524,ab1518c796333c119977c8a8781d9500efd00afffd926b13c44c64caad2071e3i0,151,0,ab151,151.atommap.svg,151
58525,ab6681dd7c2b7cd51b3f194622e5e743362a52ecbe65d3e7ad87b1f1d18bc085i0,668,0,ab668,668.atommap.svg,668
58526,ab2808f54174fc2db6d245bd428863127d624315e194752efb70335331505d99i0,280,0,ab280,E:\atommap\280.atommap.svg,280
58527,ab4953567d30e626bc9e4f45e39776e05ecbbf0b0221cc74250829c6bd8fceb3i0,495,0,ab495,495.atommap.svg,495
58528,ab60419a257094a0d5d43a82d6bb223aa0c7ce70c02cf9113c8750fcb01ccaaei0,604,1,ab604,604.atommap.svg,604
58529,ab203e600d7d524b434d0adf32c18873ee31473388534cbdf38a37f3c1ce3bedi0,203,0,ab203,E:\atommap\203.atommap.svg,203
58530,ab5603443c40a74a8047c0450e0fce1d123ac4212a4c86941f71a73e071b18dbi0,560,1,ab560,560.atommap.svg,560
58531,ab4251f159f7e9013f9a5afdcd462eeda2b7fb415ec67967e5f3f46d4f0bbf3fi0,425,1,ab425,425.atommap.svg,425
58532,ab835bc4e97e044a309c17bb42ea485eabe3f9c65063be8d8da34aa5f9cfda1ei0,835,3,ab835,835.atommap.svg,835
58534,ab6012dcf22308a410cbf36bdb00dc1fde36abc8943f14bca555963522f4af06i0,601,2,ab601,601.atommap.svg,601
58535,ab150f95aebf848c519079f8007841fc4a1f6a54371394df4fb7637c3d778368i0,150,0,ab150,150.atommap.svg,150
58536,ab745a1919cee9da9cf4738e771e678fc925810262ff94a2d47bd191ce5e934di0,745,2,ab745,745.atommap.svg,745
58537,ab923018c889341d78beb17b786a93e6e0f93cf85907f90b7fb3cafe27302e06i0,923,1,ab923,923.atommap.svg,923
58538,ab9874c422112c08ed86ad1cfaa9b9fa8d66bdd7a1da35b6f91a119ca1e1a427i0,987,0,ab987,987.atommap.svg,987
58539,ab43113753b681ad95c487e5213b6419a9a6b057c1b89dc2aac8915221410f2ei0,431,2,ab431,431.atommap.svg,431
58540,ab377eb42a3ddebe10a3e74e6d53e5d81d955dc349a43bbd58272b98e970477ei0,377,1,ab377,377.atommap.svg,377
58541,ab90956d11de06665d8c58ed43222d54a1f85ba518d654158a7cecaf058bd06ci0,90,4,ab90,90.atommap.svg,90
58542,ab82864bb83060ff1e744205bb4bae750459643b0ea9aab10a05a82eacabb7ddi0,828,1,ab828,828.atommap.svg,828
58543,ab147cd8789e3c2c42773815dea2e3ba70f9a0fd86a37c66d535cc1fb11438fbi0,147,1,ab147,147.atommap.svg,147
58544,ab998832b1fcdf7ae3fc3111953f6e1b97cffe84078e3380bc1b7ce06eba27b4i0,9988,0,ab9988,9988.atommap.svg,9988
58545,ab494c4cab46cb307025b32de0fc5fb6ea96d93a54c47bd39cd4ac286a463a71i0,494,0,ab494,494.atommap.svg,494
58546,ab8542fc9856fc6c73c865f5442364ecc6aa341534a90c44f0f8992b1aa660b5i0,854,0,ab854,854.atommap.svg,854
58548,ab8505e3a0e6e046de302803ed5460978c62c206ecea2e5a9b28e2f2f99a8899i0,850,0,ab850,850.atommap.svg,850
58549,ab855c5e8af7aa841a27f21a69a61cb02d4a0aedd687387e2c0f0d70723b707ai0,855,0,ab855,855.atommap.svg,855
58550,ab8240b5f3ce8cf2d42394ce7a2c86128614ce47f31417f5b71923f4d6c5e8fci0,824,1,ab824,824.atommap.svg,824
58551,ab37490dcfd946ee85bbacfda1e44c913d94b7af3c5b6adfdd2efa7c4009243di0,374,0,ab374,374.atommap.svg,374
58553,ab947333ff208fec0f0eabfed52ed7546b4e11954cfdfecd4c1e06a42bf01d33i0,947,2,ab947,947.atommap.svg,947
58554,ab351cdd928ada0b15ffb4ace9e24259129a57f0af6bcba94f80f8fe6d55508ai0,351,1,ab351,351.atommap.svg,351
58555,ab3435394dd5de81388354577767541f894a49f634ea0e9b1ca8d75645a76abei0,343,0,ab343,343.atommap.svg,343
58556,ab571080bd2307b07a1f6a332e3ed2f03620666e069f83e9b1588bb78eefdc5bi0,571,2,ab571,571.atommap.svg,571
58557,ab175702d29ce081b6312227a853c53f5581096fa15b18898f3f924c8f18c44di0,175,0,ab175,175.atommap.svg,175
58558,ab373014c197dcb4267d7197dc58e6446487de8e1852ec5f214e0cd4d3482d03i0,3730,0,ab3730,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\3730.atommap.svg,3730
58559,ab185d892424a10ee13b2f67ff735a29c0e7a2ca535917c966778bdaa22469bai0,185,0,ab185,185.atommap.svg,185
58560,ab336e555271b160f921b494a47bc011ff260e688e00b3e3cfd8b864d664e976i0,336,0,ab336,336.atommap.svg,336
58561,ab158fcc78cdcbaff8bf5f33a128b42d064cc1e8baa0cf70987f73c64db5a88bi0,158,0,ab158,158.atommap.svg,158
58562,ab150f90c474d4d9d3608d1d77501fd86aceb9bd26e522e4aec414d3dc4e1135i0,150,1,ab150,150.atommap.svg,150
58563,ab3588a2f8e852b66890f7cbb082eb850669ea1d6ec30198421f69645d3ca912i0,358,0,ab358,358.atommap.svg,358
58564,ab139765659249b1ef42eea37e4be4da5c8ac0e88ace932003f84abc68fdd605i0,139,1,ab139,139.atommap.svg,139
58565,ab50048db17f273ec361a01444319fe1fe86a86667db08abd6cb8656b172868ei0,500,4,ab500,500.atommap.svg,500
58566,ab852436950a68b09855a8e237b3929f339c98e0a88510a8b81bf0f80bf78ed6i0,852,1,ab852,852.atommap.svg,852
58567,ab7821d906b5ce57530543f68cb4da6659eff70e2a7879fef9bccceef6029252i0,782,4,ab782,782.atommap.svg,782
58568,ab736d599291eefeeff533fb38614e80522e3e163410b8566ce071b7fedbdd15i0,73,6,ab73,73.atommap.svg,73
58569,ab7394191a7bb13e0c5751bb3cfdc05e42ceda9130bc1638a6ab50ebe31aecbbi0,739,5,ab739,739.atommap.svg,739
58571,ab5492a2b62a2e6e4866fc21fd218c09477a4c5c161a5c77497c3f652b11c708i0,549,0,ab549,549.atommap.svg,549
58572,ab47b694447e2c747e8fd6ca565a62d4e1aeac256a565ba6c326617a64d878bci0,47,6,ab47,47.atommap.svg,47
58573,ab84635829563f9453bbe8ea9e2c0cfd5dcf0c0573e928f8cc36a0abcec97fd1i0,846,0,ab846,846.atommap.svg,846
58574,ab4199d671fb5496f08bb4dfed9de4741ef96c79d9bb5b90fa53aa01658c5e4ei0,419,0,ab419,419.atommap.svg,419
58575,ab547447b4fab192fcbc3203f0efc485e295bd0f11528f6238efb4237834637ei0,547,0,ab547,547.atommap.svg,547
58576,ab661b190c7106a122496945e72d49e8cb7073d5b78024a14d7429709ab06a49i0,661,1,ab661,661.atommap.svg,661
58577,ab665542e82d4514628bd0c83ea9739ae81a27ef40bf8668ebd6756d88e8a3a9i0,665,1,ab665,665.atommap.svg,665
58579,ab5599f3fbbaf8362afb9ff370128f737b6ff351016246648db84ac8114c37e9i0,559,0,ab559,559.atommap.svg,559
58580,ab99794f3ab8b16d985ae877107e2d82ca922bfa716bd42f985a4e76923b2123i0,997,0,ab997,997.atommap.svg,997
58581,ab566989060f607bad216e4be17958c3769cf3baaadc4ad81b1091a9cc9a52afi0,566,0,ab566,566.atommap.svg,566
58582,ab611ed67d251c7960df2f3125c20adfdfe08ddb855da88c918a656b83ba29a7i0,611,0,ab611,611.atommap.svg,611
58583,ab533ca6ad61be07d7b15434593c19f8d9319c334cab54840da94b3f946ffed5i0,533,0,ab533,533.atommap.svg,533
58584,ab987fa0268c8252839b2da06c4e6848e56959fc159944f9c4a3639ab87a8d53i0,987,1,ab987,987.atommap.svg,987
58585,ab9986ea4844b59085c96418e9075420f54255a493c9c2f23475697bdbaf25dfi0,998,0,ab998,998.atommap.svg,998
58586,ab6626f3e8f0aeecffde7acc0a9a2cd483bbb4399b7201718345742c7d38f093i0,662,0,ab662,662.atommap.svg,662
58587,ab17446972d02f6a19847a0ccaaf3eb49edac12a825fb889298e76036fa4abc5i0,174,0,ab174,174.atommap.svg,174
58588,ab553fc89646325fcf3606c31f500d5517f91b38ffbe0fd62cb2bdc5f74c117ai0,553,0,ab553,553.atommap.svg,553
58589,ab639e5a91ae1dd22c2e46063dc3318762961d89cd789921cad46bfe798c6203i0,639,0,ab639,639.atommap.svg,639
58590,ab463b144458e03d9683934712688b0bcfa6ba3fd4f7c6eaa4ae23487a356f05i0,463,2,ab463,463.atommap.svg,463
58591,ab544430d5740d33c05e3e0e16faf3ce237394deef5d468cd7848c0da3875a4ei0,544,1,ab544,544.atommap.svg,544
58592,ab559b3e005e2ef0124dd44fcdd63eaf6784665d0fbc7623a12413a96cefed1fi0,559,1,ab559,559.atommap.svg,559
58593,ab55438284b0a76acb15150b0872b6ee82f8b8ff1bbf853cc28072328cd1f2e1i0,554,0,ab554,554.atommap.svg,554
58594,ab76921ca7e9080ca7dc6f621cee93e4135362b76e017f172c4a44914177aa3ai0,769,6,ab769,769.atommap.svg,769
58595,ab564846f43be7e74220a7de15a5b007870f124ca65283f29baa718d0a2d7682i0,564,1,ab564,564.atommap.svg,564
58596,ab3582b9faa9b1a90ec6fdeb082876bd24b2de8e2c0bb3305cbcbd19d9208b7di0,358,1,ab358,358.atommap.svg,358
58597,ab183e10461f6f575eaacbf5c92bfec2cd39dcda2b1f030051ee8b4bd4f268e9i0,183,0,ab183,183.atommap.svg,183
58598,ab75904f516bcbe8fb2ba834c16c5e932d83897a761d2f9a261717ab0480fe0ai0,759,3,ab759,759.atommap.svg,759
58599,ab54724ed949b01568f175d16480e1ebff7184f2516aa9b899b9afaa035c6332i0,547,1,ab547,547.atommap.svg,547
58604,ab511b3375db0827879d13f83b318811cf4908cc6c89939cdf83fa7936a5653di0,511,3,ab511,511.atommap.svg,511
58605,ab211c1a5d02f87eadc2f20fd3bd851b5b5b62ae937aa1bf50f3d9f7763fcefei0,211,1,ab211,211.atommap.svg,211
58606,ab3067a1d906ecdf86e7267a340503bd79dcb699f5b0d9d0c0ba573fad535588i0,306,2,ab306,306.atommap.svg,306
58607,ab1004fc2e05b04d149cad857d30090e42314010f1989561dddec9608cbee863i0,1004,0,ab1004,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\1004.atommap.svg,1004
58608,ab325de4aa5356627cbb03d51a6861453849e109acffd98fadf0f3d187d6b3a0i0,325,0,ab325,325.atommap.svg,325
58609,ab600372e1f3d9fd01c194de84bf1fb884d3dd891da5de85ac43ef1b2d03e903i0,600,1,ab600,600.atommap.svg,600
58610,ab5699abde1fe8de5d19005faaa8ef18cda032d1ed110aac63bd9080e16a4b49i0,569,1,ab569,569.atommap.svg,569
58611,ab985f5c9f4f3237cf364e18f79f67e61875a558c349d6ad49aeb1b013a947dci0,985,2,ab985,985.atommap.svg,985
58613,ab4668bc3c3dad3013edd1965c761e679ed1c6a02f4337b144a808c7f0a05326i0,466,0,ab466,466.atommap.svg,466
58615,ab570500c73970f878a539c093efa739dc1be35ea62953cc29811b926e43be2ei0,570,0,ab570,570.atommap.svg,570
58616,ab3581a6bf649599f8906c0f17532580b724bbf734f303eb8416e2ef0d9c9a68i0,358,2,ab358,358.atommap.svg,358
58617,ab3649de425c29758edd3212d625315b2aab3af68848c2d689ebf9264b0da966i0,364,0,ab364,364.atommap.svg,364
58618,ab7196dbd7ddd76cb2d0dc2c8b521923fff91910e03b68765844356b6f0b3c06i0,719,1,ab719,719.atommap.svg,719
58619,ab9988c15698d6f01281bea17dfbfebb04ff97d67291bd14f5d514d6bf5181d8i0,998,1,ab998,998.atommap.svg,998
58620,ab90818ff2463b2f78e915bf67f6e16e3986efdb4b02b623b0b81302d52bbf11i0,908,0,ab908,908.atommap.svg,908
58621,ab3483bff9fad9d9a490d7215bfedbda3e0bc25e3bfdfe54e1683201f961fc30i0,348,1,ab348,348.atommap.svg,348
58622,ab179a06d44bd7c8679c03fda640248bb887de38739c6f1df0c6b39842513e5bi0,179,1,ab179,179.atommap.svg,179
58623,ab3499511b4ca72887928ca2d3a2824b9c2a309b79fc3567c5dfd7402978491ai0,349,1,ab349,349.atommap.svg,349
58624,ab669f9ad155d104ae82e1fd7d87f9c4d6fd29645ed0620549f40d9fb5ea59a0i0,669,1,ab669,669.atommap.svg,669
58625,ab17470f87e42c19d12a907c564ef7d718f3799401c894ae8cd31e220da67cd4i0,174,1,ab174,174.atommap.svg,174
58626,ab650c3ad267b06cb0992fae755d3b2fdcbff235fc02aea6647230cdbbc67067i0,650,0,ab650,650.atommap.svg,650
58627,ab2060cd22ebe7ac133d43bb5f673ef67487d485295251f978371ba0e2af2cadi0,206,2,ab206,206.atommap.svg,206
58628,ab26428ee078129fce0a4b3689bf8b6bbddc7e79582b15aa65a3f153f127b46ci0,264,0,ab264,264.atommap.svg,264
58629,ab66563a76f2b587dfeac16598641f74bbe357db208e46017f84aa83cf6665a8i0,665,2,ab665,665.atommap.svg,665
58630,ab559e473a047f938a21113a3dc9ded3ce9746bd82af9ed3bb4e638239ef7269i0,559,2,ab559,559.atommap.svg,559
58631,ab3416f6dd9c4e83697cde8b7c0cd1396732cbeb2b2dbeb9c860b121d9a32be3i0,341,1,ab341,341.atommap.svg,341
58632,ab5712c80bf3d3076885d7f39fffd7fe7f0991a5269568bc904ce07866ada08di0,571,3,ab571,571.atommap.svg,571
58633,ab6544b5ede287b102d94f93ff1a3049815c95293de20fa277ca231d137fda3bi0,654,1,ab654,654.atommap.svg,654
58634,ab604b191ab01dca147fabe50a3f500d2930813736222d2e0dfb3681994475edi0,604,2,ab604,604.atommap.svg,604
58635,ab668e821118abe15c4c9af01b783729bb320f2364a715ad478fca3a7ebe3d0ei0,668,1,ab668,668.atommap.svg,668
58636,ab252c02e6b9d705834462ab6a9844de2f29f1638c1d1801abf0d34b46126ec8i0,252,0,ab252,252.atommap.svg,252
58637,ab8380887c08ed16eed3efa234f744fb981b03ea77e8d6487278b2df5fea261ei0,838,0,ab838,838.atommap.svg,838
58638,ab26221d5be413218b103639e9d909ae3bc7bd8a089a61c21cc9ce0d258d117di0,262,0,ab262,262.atommap.svg,262
58639,ab21333dbb34fc20a98a8611aa9d217a6d9859c4c20a59e124f76798c06d9c91i0,213,0,ab213,213.atommap.svg,213
58641,ab1421417ce4e008aa65ee51ac7bf57393cb9b81d133c9bb19d4ff0f8a08b136i0,142,2,ab142,142.atommap.svg,142
58642,ab6666e2017f58847e3b41dc26fc1326bb8c36b93d2147abdb5d8f08df54608ei0,6666,0,ab6666,6666.atommap.svg,6666
58646,ab567629fe6d6f0187587dea953d81d07c0459812b877b91fdccf40298adadfei0,567,2,ab567,567.atommap.svg,567
58647,ab58140037b5ea72a3c5e659760433481677886d24ce510cf5f77ba56ebb9f77i0,581,1,ab581,581.atommap.svg,581
58648,ab530d20a28cf746269ff81b5d06f17d9bf30751da27595acc65a922201acb08i0,530,0,ab530,530.atommap.svg,530
58649,ab57697501b67a6d8fc0cb79b53931453b842c5db61f1eb3f5101204b5d687cei0,576,0,ab576,576.atommap.svg,576
58650,ab891ddd6d0f63f30d189dedfea42cbe634364a2fb8237625b4886808e889d1bi0,891,0,ab891,C:\Users\Administrator\atomicals\atomicals\Atom-map-main\Atom-map-main\atommap_svg_final\891.atommap.svg,891
58651,ab845e9f5cc0d5edff312c6b6202b6fbd282497f7ac3ab917d67919b76ceecafi0,845,0,ab845,845.atommap.svg,845
58652,ab4280172d205dcd8965ea7b24efa051aa7ccfa81df3ed77a4724684bc2a8b25i0,428,0,ab428,428.atommap.svg,428
58653,ab986745665941d5fc79cfd224b0189dfb81163318d2eeb86089b68ed6813addi0,986,1,ab986,986.atommap.svg,986
58654,ab24753dcb8cf90fa5d02a07d5846bab4967c4e2c324fe3d80f88074e053b777i0,247,1,ab247,247.atommap.svg,247
58655,ab152986cda307eb182c039d2b1c52f0fa48a52381f2af6b3f38788f1c50ccebi0,152,0,ab152,152.atommap.svg,152
58656,ab592a85d6b31e76e834af92d900f39acfbc2adda9df269096e4647e3266049bi0,592,1,ab592,592.atommap.svg,592
58657,ab564ea8d50f0f245aea10434435591f510f3fa003446828dbd727838e806924i0,564,2,ab564,564.atommap.svg,564
58658,ab203c40133bb08af089786648a9104896e32bbafd4220bd76f391fa47d474eai0,203,1,ab203,203.atommap.svg,203
58659,ab564e069c61cddff0aab3588df7258ef894a563a3e355c1fc099c0b2e373ab6i0,564,3,ab564,564.atommap.svg,564
58660,ab173b3144035b1224aa8ed77feae7df58822120989488ed618af866b0de6bfai0,173,0,ab173,173.atommap.svg,173
58661,ab6684bb67e5aaba84eeba5f955868a3c95df746158886f5082b971e88f6ea78i0,668,2,ab668,668.atommap.svg,668
58662,ab114fc1ac0e002eda16fd0cdf347ad3c02bd85b2a91372f53b2ca865fc85928i0,114,2,ab114,114.atommap.svg,114
58663,ab1511f3ff704ad3a3091231a6eadcb85a1d8c97663ec76dfd98bfb5f0f85556i0,151,1,ab151,151.atommap.svg,151
58664,ab314f1e4af1a13680dfb5fb6ad80d228e578cac6b03a72746feb607e4762983i0,314,0,ab314,314.atommap.svg,314
58665,ab69999eabdf553a3fa7de08981a27d9744ccd697d69f9dfbc12a0a47d5b2dc4i0,699,1,ab699,E:\atommap\699.atommap.svg,699
58666,ab161d69242bdfd9c28e8e7a4034fc910a9d1b7db7613e15b9e4e356c0a262e7i0,161,0,ab161,F:\atom\161.atommap.svg,161
58667,ab5163ec9c4c90cb6376782fc9c2a437af8875ca4e36f08bff7899066e59465fi0,516,1,ab516,516.atommap.svg,516
58668,ab566b8d7a460a8e64b2f182a91e72c1abe84c2d8addd663979d7b1d9128b1fbi0,566,1,ab566,566.atommap.svg,566
58669,ab84337797ca71c2217ab7aceb38501f6c6e82eadd2975f3698fd6c4961c7375i0,843,1,ab843,843.atommap.svg,843
58670,ab494f8a655356c9f8d980e5cf96f3a2f05566c66e372302ae269348fa56be21i0,494,1,ab494,494.atommap.svg,494
58671,ab257ba91ab1fb6b2d7bfc4632585d274a9674586a45bd73cd4a2b1fbce869fbi0,257,0,ab257,257.atommap.svg,257
58672,ab544fd65be1167711aac23abcd97a1a0f0bae8f6b9f8472681ede33f3312a0bi0,544,2,ab544,544.atommap.svg,544
58673,ab286650ef8fc22a5c39a303ef3e36c157be73269966d7ab90afc4badae8a9b6i0,286,0,ab286,286.atommap.svg,286
58674,ab8078832b8bebb74eedfa8782ebfd873fa917b4df00b7d098c5fe0c1c3b76b8i0,807,0,ab807,807.atommap.svg,807
58675,ab9996146452f42e06feafa4b70badc2cf1d872da32fc0a46a13a9339a2d23d1i0,999,8,ab999,E:\source\区块链\brc20\Atom-map\atommap_svg_final\999.atommap.svg,999
58676,ab214683fb98268906f25ff8a56eac38a7cb6353de7a502974815d3973b64515i0,214,0,ab214,214.atommap.svg,214
58677,ab4102beadffb56c45178119db44855c2831a649d1ebb1c9089d153869f6a277i0,410,0,ab410,410.atommap.svg,410
58678,ab3350b9cd47c9e069a1f5d88b1da765f66fe81881dde72d9ead683c08a1428fi0,335,0,ab335,335.atommap.svg,335
58679,ab140caead830854c23ee41ca0c73d670039489b41813dc21d60de488e936adei0,140,1,ab140,140.atommap.svg,140
58680,ab73586ab1fc560e648e70934cf080c401ebda1ad70faab16fa980a789eedf13i0,735,2,ab735,735.atommap.svg,735
58681,ab57954a2a54b4822cc5b1d45ae661b659ed3785a9fe14d8c20c011d1a7ebb9fi0,579,3,ab579,579.atommap.svg,579
58682,ab9954b455a0f9fc8db85682a1f84111107d6e496b0a84c945d2120acaa9e391i0,995,0,ab995,995.atommap.svg,995
58683,ab8872b451d5e18e8f5b67ad5cf9d4e401bfdd518c43829479e873f99c85a9ddi0,887,0,ab887,887.atommap.svg,887
58686,ab737a17f9e37cb9be82bd0028d82cbebb6c4fb52a6406ebcaddfb8568f8fe6ci0,737,1,ab737,737.atommap.svg,737
58687,ab904c21e3af04d034017b8d94aa098531fad99a68a7d498e05f2df89995a4cci0,904,0,ab904,904.atommap.svg,904
58688,ab44529822cc380ae134e7319ceb60d3ee192a4bb1be3f52323aee46aff21352i0,445,0,ab445,445.atommap.svg,445
58689,ab314753453ee777a8c7ddcc1b0511c848b49946267f6997ba38247faa6dcfe0i0,314,1,ab314,314.atommap.svg,314
58690,ab629a2f9074067f30a3e3060fe4b445f9952ff33c563204e7447dab4a3dad0bi0,629,2,ab629,629.atommap.svg,629
